Sex,height,mass,Sport,Club,club_1,club_2,club_3,club_week,class,Testdate,School,Name,Location,Filename,Board,Admin,cohort,Inclusion,S20,BPT,SLJ,OLB,Star,Run,note,Birthdate,Child,District
m,142,33,ja,ja,NA,NA,NA,einmal,3a,2022-11-16T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3a.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.2,5,167,60,28.2,1035,keine,2012-12-06T00:00:00Z,C008232,Landkreis Schmalkalden-Meiningen
m,141,35,nein,ja,Skisport,Fussball,NA,mehr als dreimal,3a,2022-11-16T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3a.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.4,5.3,140,60,24,990,keine,2014-06-03T00:00:00Z,C008233,Landkreis Schmalkalden-Meiningen
m,140,33,nein,ja,Skisport,NA,NA,dreimal,3a,2022-11-16T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3a.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.2,5.2,176,56,22.7,1080,keine,2014-01-23T00:00:00Z,C008234,Landkreis Schmalkalden-Meiningen
m,130,27,ja,nein,NA,NA,NA,--wählen--,3a,2022-11-16T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3a.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.9,3,130,17,28.9,738,keine,2014-02-10T00:00:00Z,C008235,Landkreis Schmalkalden-Meiningen
m,148,31,ja,ja,Fussball,NA,NA,dreimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,3.8,5.9,175,44,19.5,1179,keine,2013-09-30T00:00:00Z,C008236,Landkreis Schmalkalden-Meiningen
m,115,23,ja,ja,Fussball,NA,NA,mehr als dreimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.3,3.8,128,8,23.9,1008,keine,2014-01-08T00:00:00Z,C008237,Landkreis Schmalkalden-Meiningen
m,138,29,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.2,4.6,157,13,21.8,1035,keine,2013-06-01T00:00:00Z,C008238,Landkreis Schmalkalden-Meiningen
m,133,28,ja,ja,Kampfsport,NA,NA,zweimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,3.8,4.5,154,60,29.2,1080,keine,2013-09-03T00:00:00Z,C008239,Landkreis Schmalkalden-Meiningen
m,141,35,ja,ja,Fussball,NA,NA,dreimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4,4.5,154,60,22.5,1125,keine,2013-09-24T00:00:00Z,C008240,Landkreis Schmalkalden-Meiningen
m,148,48,nein,ja,Handball,NA,NA,zweimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.3,5.6,117,10,24.5,882,keine,2012-12-29T00:00:00Z,C008241,Landkreis Schmalkalden-Meiningen
m,138,33,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.8,4.5,118,13,31.2,855,keine,2014-02-23T00:00:00Z,C008242,Landkreis Schmalkalden-Meiningen
w,140,36,ja,ja,Tanzen/Aerobic,Turnen/Gymnastik,NA,mehr als dreimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.4,4.5,120,7,35.1,873,keine,2014-03-27T00:00:00Z,C008243,Landkreis Schmalkalden-Meiningen
w,135,31,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.8,3.8,125,13,29.1,873,keine,2014-06-06T00:00:00Z,C008244,Landkreis Schmalkalden-Meiningen
m,136,31,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,Sprache,4.1,3.9,142,9,28.2,954,keine,2014-06-06T00:00:00Z,C008245,Landkreis Schmalkalden-Meiningen
w,132,30,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.8,4,100,10,41.1,828,keine,2012-10-29T00:00:00Z,C008246,Landkreis Schmalkalden-Meiningen
w,140,31,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,Sprache,4.6,3.4,122,5,39.4,891,keine,2012-08-28T00:00:00Z,C008247,Landkreis Schmalkalden-Meiningen
w,135,28,nein,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.2,3.5,127,14,35.1,819,keine,2013-10-08T00:00:00Z,C008248,Landkreis Schmalkalden-Meiningen
w,139,58,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.8,3.5,91,2,34.6,738,keine,2014-07-25T00:00:00Z,C008249,Landkreis Schmalkalden-Meiningen
w,135,35,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,Sprache,3.8,4.8,141,36,27.1,1053,keine,2012-11-03T00:00:00Z,C008250,Landkreis Schmalkalden-Meiningen
w,130,30,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.1,4.1,123,49,23.5,900,keine,2014-03-15T00:00:00Z,C008251,Landkreis Schmalkalden-Meiningen
m,130,25,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.3,3.8,121,12,32.2,747,keine,2014-03-31T00:00:00Z,C008252,Landkreis Schmalkalden-Meiningen
m,129,32,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.9,4.3,115,16,28.2,981,keine,2014-06-18T00:00:00Z,C008253,Landkreis Schmalkalden-Meiningen
m,143,31,ja,ja,Fussball,NA,NA,mehr als dreimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,3.9,4.9,165,47,20.5,1098,keine,2013-09-18T00:00:00Z,C008254,Landkreis Schmalkalden-Meiningen
m,136,32,ja,ja,Fussball,Andere,NA,mehr als dreimal,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.1,5.2,158,60,22.1,855,keine,2013-10-18T00:00:00Z,C008255,Landkreis Schmalkalden-Meiningen
m,135,28,ja,nein,NA,NA,NA,--wählen--,3b,2022-12-13T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3b.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.2,4,142,22,26.5,837,keine,2013-01-01T00:00:00Z,C008256,Landkreis Schmalkalden-Meiningen
m,138,31,nein,ja,Skisport,Fussball,NA,3,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,3.7,4.6,180,25,19.1,1251,keine,2013-11-06T00:00:00Z,C008257,Landkreis Schmalkalden-Meiningen
w,135,32,nein,nein,NA,NA,NA,--wählen--,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,ja,4.2,3.8,144,18,21.6,1044,keine,2014-01-29T00:00:00Z,C008258,Landkreis Schmalkalden-Meiningen
w,132,27,nein,nein,NA,NA,NA,--wählen--,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.7,3.1,129,16,24.6,1026,keine,2014-09-05T00:00:00Z,C008259,Landkreis Schmalkalden-Meiningen
m,128,22,nein,ja,Skisport,NA,NA,2,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.3,4.1,133,22,23.3,1125,keine,2014-03-12T00:00:00Z,C008260,Landkreis Schmalkalden-Meiningen
m,130,23,nein,nein,NA,NA,NA,--wählen--,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,5,3.4,118,18,30.3,1044,keine,2013-01-22T00:00:00Z,C008261,Landkreis Schmalkalden-Meiningen
m,128,30,ja,nein,Tischtennis,NA,NA,1,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4,4.1,140,60,20.4,1197,keine,2014-02-06T00:00:00Z,C008262,Landkreis Schmalkalden-Meiningen
m,146,34,nein,ja,Fussball,NA,NA,2,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.1,3.5,140,15,22,1089,keine,2013-07-29T00:00:00Z,C008263,Landkreis Schmalkalden-Meiningen
m,132,29,nein,ja,Kampfsport,NA,NA,2,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.4,4.3,146,9,24,1071,keine,2014-03-10T00:00:00Z,C008264,Landkreis Schmalkalden-Meiningen
m,137,30,nein,ja,Skisport,NA,NA,2,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.2,4.6,157,60,23.3,1224,keine,2014-03-19T00:00:00Z,C008265,Landkreis Schmalkalden-Meiningen
m,134,28,nein,nein,NA,NA,NA,--wählen--,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4,4.6,152,60,18.6,1170,keine,2014-06-24T00:00:00Z,C008266,Landkreis Schmalkalden-Meiningen
w,128,26,nein,ja,Tanzen/Aerobic,NA,NA,1,3c,2022-11-11T00:00:00Z,17740,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",Zella-Mehlis,./22raw/17740_GS_Friedrich_Schiller_Zella_Mehlis_3c.xlsx,Landkreis Schmalkalden-Meiningen,Südthüringen,2022,nein,4.5,2.9,125,60,23.7,882,keine,2013-08-15T00:00:00Z,C008267,Landkreis Schmalkalden-Meiningen
m,145,35,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.6,3.8,125,9,28.5,747,keine,2014-02-27T00:00:00Z,C008268,Landkreis Weimarer Land
w,138,41,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.6,3.5,134,9,33.2,963,keine,2014-04-01T00:00:00Z,C008269,Landkreis Weimarer Land
w,140,50,nein,ja,Reiten/Voltigieren,NA,NA,--wählen--,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,3.4,122,5,26.4,891,keine,2012-10-19T00:00:00Z,C008270,Landkreis Weimarer Land
w,139,28,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.8,5,169,60,21.8,900,keine,2014-01-18T00:00:00Z,C008271,Landkreis Weimarer Land
m,143,33,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,4.7,135,60,22.3,1053,keine,2013-09-26T00:00:00Z,C008272,Landkreis Weimarer Land
m,136,27,ja,ja,Fussball,NA,NA,dreimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,4,122,10,24.5,927,keine,2013-06-25T00:00:00Z,C008273,Landkreis Weimarer Land
m,125,25,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,3.9,140,5,24.4,1062,keine,2014-04-14T00:00:00Z,C008274,Landkreis Weimarer Land
w,140,38,ja,ja,Fussball,Tanzen/Aerobic,NA,mehr als dreimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,3.2,109,4,26.3,846,keine,2013-06-25T00:00:00Z,C008275,Landkreis Weimarer Land
w,132,26,ja,ja,Kampfsport,Reiten/Voltigieren,NA,mehr als dreimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.8,3.2,135,5,27.3,1044,keine,2013-09-28T00:00:00Z,C008276,Landkreis Weimarer Land
w,139,31,nein,ja,Radsport,Andere,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,3.5,148,6,24.5,819,keine,2014-05-05T00:00:00Z,C008277,Landkreis Weimarer Land
m,132,22,nein,ja,Fussball,NA,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,3.8,120,7,24.8,1143,keine,2013-02-21T00:00:00Z,C008278,Landkreis Weimarer Land
w,147,52,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,5.5,3.4,98,5,28.8,720,keine,2012-11-01T00:00:00Z,C008279,Landkreis Weimarer Land
m,136,26,ja,ja,Volleyball,NA,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.7,4,151,NA,21.7,891,keine,2013-12-17T00:00:00Z,C008280,Landkreis Weimarer Land
m,142,38,nein,ja,Kampfsport,NA,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,3.9,4.7,148,NA,22.2,1107,keine,2014-01-09T00:00:00Z,C008281,Landkreis Weimarer Land
w,138,37,nein,nein,NA,NA,NA,--wählen--,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,3.9,128,8,23.1,999,keine,2014-01-01T00:00:00Z,C008282,Landkreis Weimarer Land
m,140,29,ja,nein,NA,NA,NA,--wählen--,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,4.3,147,15,23.7,990,keine,2013-08-26T00:00:00Z,C008283,Landkreis Weimarer Land
w,132,39,nein,ja,Andere,NA,NA,zweimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,3.6,145,27,23,756,keine,2014-06-18T00:00:00Z,C008284,Landkreis Weimarer Land
w,138,28,nein,ja,Kampfsport,Tischtennis,NA,mehr als dreimal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,4.7,148,57,21.8,864,keine,2013-08-14T00:00:00Z,C008285,Landkreis Weimarer Land
m,135,27,ja,ja,Kampfsport,NA,NA,einmal,3a,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3a.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.1,4.5,130,23,24.4,927,keine,2013-08-24T00:00:00Z,C008286,Landkreis Weimarer Land
m,140,35,nein,ja,Reiten/Voltigieren,Schwimmen,NA,dreimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,3.9,120,5,24.9,1044,keine,2014-04-07T00:00:00Z,C008287,Landkreis Weimarer Land
m,131,25,nein,ja,Kampfsport,NA,NA,zweimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,4.7,125,14,26.3,936,keine,2014-05-03T00:00:00Z,C008288,Landkreis Weimarer Land
w,146,38,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.5,4.9,130,11,28.2,837,keine,2012-06-04T00:00:00Z,C008289,Landkreis Weimarer Land
m,150,38,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.4,2.7,115,5,28.2,872,keine,2012-09-26T00:00:00Z,C008290,Landkreis Weimarer Land
m,143,32,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4,4,100,32,31.8,999,keine,2013-08-08T00:00:00Z,C008291,Landkreis Weimarer Land
w,138,40,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.9,3,82,17,29.1,819,keine,2013-12-23T00:00:00Z,C008292,Landkreis Weimarer Land
w,127,24,nein,ja,Kampfsport,Reiten/Voltigieren,NA,dreimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,3.7,150,36,24.2,909,keine,2014-04-24T00:00:00Z,C008293,Landkreis Weimarer Land
m,137,30,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,4.3,130,14,21.2,1026,keine,2014-05-07T00:00:00Z,C008294,Landkreis Weimarer Land
w,134,27,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.3,2.3,120,36,27.8,927,keine,2014-07-21T00:00:00Z,C008295,Landkreis Weimarer Land
m,137,32,nein,ja,Fussball,NA,NA,zweimal,3b,2022-11-03T00:00:00Z,17782,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",Bad Berka,./22raw/17782_GS_Bad_Berka_3b.xlsx,Landkreis Weimarer Land,Mittelthüringen,2022,nein,4.2,4.8,138,27,24,882,keine,2013-04-09T00:00:00Z,C008296,Landkreis Weimarer Land
